candidate_id,composition,n_elements,Al,Co,Cr,Cu,Fe,Mn,Mo,Nb,Ni,Ti,V,W,composition_sum,valid_composition
CAND_02688,Co33.05Nb19.36V13.03W34.56,4,0.0,33.05,0.0,0.0,0.0,0.0,0.0,19.36,0.0,0.0,13.03,34.56,100.0,True
CAND_02689,Al9.28Fe14.85Mn7.55Ti24.51V24.83W18.98,6,9.28,0.0,0.0,0.0,14.85,7.55,0.0,0.0,0.0,24.51,24.83,18.98,100.0,True
CAND_02690,Co17.99Mo41.95Nb34.15Ti5.91,4,0.0,17.99,0.0,0.0,0.0,0.0,41.95,34.15,0.0,5.91,0.0,0.0,100.0,True
CAND_02691,Al12.47Co18.52Mn21.88Nb19.12V11.28W16.73,6,12.47,18.52,0.0,0.0,0.0,21.88,0.0,19.12,0.0,0.0,11.28,16.73,100.00000000000001,True
CAND_02692,Co29.16Fe19.85Mo38.82W12.17,4,0.0,29.16,0.0,0.0,19.85,0.0,38.82,0.0,0.0,0.0,0.0,12.17,100.00000000000001,True
CAND_02693,Al16.34Cu29.92Fe28.48Mn25.26,4,16.34,0.0,0.0,29.92,28.48,25.26,0.0,0.0,0.0,0.0,0.0,0.0,100.00000000000001,True
CAND_02694,Al33.22Cr8.67Mo38.98Nb19.13,4,33.22,0.0,8.67,0.0,0.0,0.0,38.98,19.13,0.0,0.0,0.0,0.0,100.0,True
CAND_02695,Cr28.23Mn39.13Ti23.63W9.01,4,0.0,0.0,28.23,0.0,0.0,39.13,0.0,0.0,0.0,23.63,0.0,9.01,100.0,True
CAND_02696,Co35.25Cr8.68Cu22.66Ni33.41,4,0.0,35.25,8.68,22.66,0.0,0.0,0.0,0.0,33.41,0.0,0.0,0.0,100.0,True
CAND_02697,Al44.15Co12.25Cu12.40Mn11.61Mo8.75W10.84,6,44.15,12.25,0.0,12.4,0.0,11.61,8.75,0.0,0.0,0.0,0.0,10.84,100.0,True
CAND_02698,Al13.63Fe28.85Mn17.78Ni19.79Ti11.68W8.27,6,13.63,0.0,0.0,0.0,28.85,17.78,0.0,0.0,19.79,11.68,0.0,8.27,100.00000000000001,True
CAND_02699,Al28.14Cu17.20Fe9.58Mo9.23Ni19.44Ti16.41,6,28.14,0.0,0.0,17.2,9.58,0.0,9.23,0.0,19.44,16.41,0.0,0.0,100.0,True
CAND_02700,Al24.76Cu7.16Mo30.15Ni10.92Ti10.40V16.61,6,24.76,0.0,0.0,7.16,0.0,0.0,30.15,0.0,10.92,10.4,16.61,0.0,100.0,True
CAND_02701,Al5.29Fe12.19Ni39.68Ti33.44V9.40,5,5.29,0.0,0.0,0.0,12.19,0.0,0.0,0.0,39.68,33.44,9.4,0.0,100.0,True
CAND_02702,Co27.75Cr10.47Mn27.13Mo10.28Ti10.27W14.10,6,0.0,27.75,10.47,0.0,0.0,27.13,10.28,0.0,0.0,10.27,0.0,14.1,99.99999999999999,True
CAND_02703,Al13.20Cr21.45Cu12.12Fe13.73Ti31.49V8.01,6,13.2,0.0,21.45,12.12,13.73,0.0,0.0,0.0,0.0,31.49,8.01,0.0,100.0,True
CAND_02704,Co24.71Cr7.76Mn11.86Ti14.97V25.96W14.74,6,0.0,24.71,7.76,0.0,0.0,11.86,0.0,0.0,0.0,14.97,25.96,14.74,99.99999999999999,True
CAND_02705,Cr18.93Cu29.94Mn35.35Ti15.78,4,0.0,0.0,18.93,29.94,0.0,35.35,0.0,0.0,0.0,15.78,0.0,0.0,100.0,True
CAND_02706,Al20.22Co7.02Cr6.73Cu24.50W41.53,5,20.22,7.02,6.73,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.53,100.0,True
CAND_02707,Co18.56Cr15.33Cu25.50Mn31.47Ti9.14,5,0.0,18.56,15.33,25.5,0.0,31.47,0.0,0.0,0.0,9.14,0.0,0.0,100.0,True
CAND_02708,Al13.99Mn36.01Mo30.53Ti19.47,4,13.99,0.0,0.0,0.0,0.0,36.01,30.53,0.0,0.0,19.47,0.0,0.0,100.0,True
CAND_02709,Al31.03Nb35.86Ni16.72Ti16.39,4,31.03,0.0,0.0,0.0,0.0,0.0,0.0,35.86,16.72,16.39,0.0,0.0,100.0,True
CAND_02710,Cu32.59Mn9.73Mo21.32Nb36.36,4,0.0,0.0,0.0,32.59,0.0,9.73,21.32,36.36,0.0,0.0,0.0,0.0,100.0,True
CAND_02711,Cr24.73Cu22.67Mn26.60Nb8.41Ni17.59,5,0.0,0.0,24.73,22.67,0.0,26.6,0.0,8.41,17.59,0.0,0.0,0.0,100.0,True
CAND_02712,Al32.79Cu6.27Mn6.88Ni18.69Ti10.30W25.07,6,32.79,0.0,0.0,6.27,0.0,6.88,0.0,0.0,18.69,10.3,0.0,25.07,100.0,True
CAND_02713,Cu41.14Mn13.13Mo19.65Ni26.08,4,0.0,0.0,0.0,41.14,0.0,13.13,19.65,0.0,26.08,0.0,0.0,0.0,100.0,True
CAND_02714,Cr16.55Fe7.10Ti37.46V31.19W7.70,5,0.0,0.0,16.55,0.0,7.1,0.0,0.0,0.0,0.0,37.46,31.19,7.7,100.0,True
CAND_02715,Co8.41Cu31.89V24.49W35.21,4,0.0,8.41,0.0,31.89,0.0,0.0,0.0,0.0,0.0,0.0,24.49,35.21,100.0,True
CAND_02716,Cr28.75Cu26.58Ni12.58Ti32.09,4,0.0,0.0,28.75,26.58,0.0,0.0,0.0,0.0,12.58,32.09,0.0,0.0,100.0,True
CAND_02717,Cr10.89Cu30.37Fe10.74Mo15.39Nb6.54Ni26.07,6,0.0,0.0,10.89,30.37,10.74,0.0,15.39,6.54,26.07,0.0,0.0,0.0,100.00000000000003,True
CAND_02718,Al27.61Fe36.06Nb21.02W15.31,4,27.61,0.0,0.0,0.0,36.06,0.0,0.0,21.02,0.0,0.0,0.0,15.31,100.0,True
CAND_02719,Co29.90Fe20.93Nb14.19Ni22.02V12.96,5,0.0,29.9,0.0,0.0,20.93,0.0,0.0,14.19,22.02,0.0,12.96,0.0,100.0,True
CAND_02720,Cr23.05Fe14.34Ti35.11W27.50,4,0.0,0.0,23.05,0.0,14.34,0.0,0.0,0.0,0.0,35.11,0.0,27.5,100.0,True
CAND_02721,Al9.49Cu16.99Fe7.00Mn30.91Mo7.41W28.20,6,9.49,0.0,0.0,16.99,7.0,30.91,7.41,0.0,0.0,0.0,0.0,28.2,100.0,True
CAND_02722,Al18.23Co13.76Cu31.83Mo36.18,4,18.23,13.76,0.0,31.83,0.0,0.0,36.18,0.0,0.0,0.0,0.0,0.0,100.0,True
CAND_02723,Cr10.30Mn39.78Mo32.38V17.54,4,0.0,0.0,10.3,0.0,0.0,39.78,32.38,0.0,0.0,0.0,17.54,0.0,100.0,True
CAND_02724,Co24.89Fe8.89Mn9.27Mo23.76V33.19,5,0.0,24.89,0.0,0.0,8.89,9.27,23.76,0.0,0.0,0.0,33.19,0.0,100.0,True
CAND_02725,Al5.46Cr23.96Mo8.97Nb15.37Ti39.27V6.97,6,5.46,0.0,23.96,0.0,0.0,0.0,8.97,15.37,0.0,39.27,6.97,0.0,100.0,True
CAND_02726,Al36.02Fe17.43Mo21.77V24.78,4,36.02,0.0,0.0,0.0,17.43,0.0,21.77,0.0,0.0,0.0,24.78,0.0,100.0,True
CAND_02727,Cr6.79Mo22.53Ni41.60Ti20.79W8.29,5,0.0,0.0,6.79,0.0,0.0,0.0,22.53,0.0,41.6,20.79,0.0,8.29,100.0,True
CAND_02728,Cu30.52Ni39.04Ti19.14V11.30,4,0.0,0.0,0.0,30.52,0.0,0.0,0.0,0.0,39.04,19.14,11.3,0.0,100.0,True
CAND_02729,Al36.20Fe9.50Mo9.71W44.59,4,36.2,0.0,0.0,0.0,9.5,0.0,9.71,0.0,0.0,0.0,0.0,44.59,100.0,True
CAND_02730,Al18.89Co16.90Cr30.02V5.62W28.57,5,18.89,16.9,30.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.62,28.57,100.0,True
CAND_02731,Al22.42Cr6.24Cu26.99Fe15.20Mo22.36W6.79,6,22.42,0.0,6.24,26.99,15.2,0.0,22.36,0.0,0.0,0.0,0.0,6.79,100.00000000000001,True
CAND_02732,Al18.14Cr34.49V38.64W8.73,4,18.14,0.0,34.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.64,8.73,100.00000000000001,True
CAND_02733,Co22.50Cu6.88Mn11.67Mo12.69Nb24.23Ti22.03,6,0.0,22.5,0.0,6.88,0.0,11.67,12.69,24.23,0.0,22.03,0.0,0.0,100.0,True
CAND_02734,Co18.09Mn30.25Ti10.99V40.67,4,0.0,18.09,0.0,0.0,0.0,30.25,0.0,0.0,0.0,10.99,40.67,0.0,100.0,True
CAND_02735,Al37.68Cr14.07Mo16.60Nb26.18Ti5.47,5,37.68,0.0,14.07,0.0,0.0,0.0,16.6,26.18,0.0,5.47,0.0,0.0,100.0,True
CAND_02736,Mn10.84Nb29.67Ni20.56Ti13.94W24.99,5,0.0,0.0,0.0,0.0,0.0,10.84,0.0,29.67,20.56,13.94,0.0,24.99,100.0,True
CAND_02737,Cr37.10Cu6.54Mn18.19Ni26.76V11.41,5,0.0,0.0,37.1,6.54,0.0,18.19,0.0,0.0,26.76,0.0,11.41,0.0,100.0,True
CAND_02738,Al11.57Co40.35Mo17.98Nb30.10,4,11.57,40.35,0.0,0.0,0.0,0.0,17.98,30.1,0.0,0.0,0.0,0.0,100.0,True
CAND_02739,Al5.79Fe17.78Mn32.78V15.84W27.81,5,5.79,0.0,0.0,0.0,17.78,32.78,0.0,0.0,0.0,0.0,15.84,27.81,100.0,True
CAND_02740,Fe12.14Mn28.11Mo15.15Nb29.14Ni10.43W5.03,6,0.0,0.0,0.0,0.0,12.14,28.11,15.15,29.14,10.43,0.0,0.0,5.03,100.0,True
CAND_02741,Co11.20Cu27.84Fe19.91Nb41.05,4,0.0,11.2,0.0,27.84,19.91,0.0,0.0,41.05,0.0,0.0,0.0,0.0,100.0,True
CAND_02742,Fe10.24Mo27.74Nb11.16Ni30.79Ti5.03W15.04,6,0.0,0.0,0.0,0.0,10.24,0.0,27.74,11.16,30.79,5.03,0.0,15.04,100.0,True
CAND_02743,Al13.61Cr14.19Cu24.06Mo14.41Nb28.11V5.62,6,13.61,0.0,14.19,24.06,0.0,0.0,14.41,28.11,0.0,0.0,5.62,0.0,100.0,True
CAND_02744,Al24.64Cu16.36Mn19.08Mo22.23Nb17.69,5,24.64,0.0,0.0,16.36,0.0,19.08,22.23,17.69,0.0,0.0,0.0,0.0,100.0,True
CAND_02745,Co8.02Cu24.34Mn9.12Nb21.99Ni36.53,5,0.0,8.02,0.0,24.34,0.0,9.12,0.0,21.99,36.53,0.0,0.0,0.0,100.0,True
CAND_02746,Cr26.52Mn26.84Mo9.33Ti27.70W9.61,5,0.0,0.0,26.52,0.0,0.0,26.84,9.33,0.0,0.0,27.7,0.0,9.61,100.0,True
CAND_02747,Al20.14Cr7.62Cu9.05Mn32.46Ni10.92V19.81,6,20.14,0.0,7.62,9.05,0.0,32.46,0.0,0.0,10.92,0.0,19.81,0.0,100.00000000000001,True
CAND_02748,Cu11.92Mn36.75Ti10.40W40.93,4,0.0,0.0,0.0,11.92,0.0,36.75,0.0,0.0,0.0,10.4,0.0,40.93,100.0,True
CAND_02749,Cr14.39Nb22.34V43.54W19.73,4,0.0,0.0,14.39,0.0,0.0,0.0,0.0,22.34,0.0,0.0,43.54,19.73,100.00000000000001,True
CAND_02750,Cr13.92Cu9.82Fe34.29Mo7.30Nb19.61Ti15.06,6,0.0,0.0,13.92,9.82,34.29,0.0,7.3,19.61,0.0,15.06,0.0,0.0,100.0,True
CAND_02751,Co17.59Cr16.37Nb20.45Ti25.23V20.36,5,0.0,17.59,16.37,0.0,0.0,0.0,0.0,20.45,0.0,25.23,20.36,0.0,100.0,True
CAND_02752,Al14.27Nb11.02Ni41.16Ti16.34V17.21,5,14.27,0.0,0.0,0.0,0.0,0.0,0.0,11.02,41.16,16.34,17.21,0.0,100.0,True
CAND_02753,Al43.13Cr12.65Fe23.52V20.70,4,43.13,0.0,12.65,0.0,23.52,0.0,0.0,0.0,0.0,0.0,20.7,0.0,100.0,True
CAND_02754,Cr42.53Fe15.81Mn25.70Mo15.96,4,0.0,0.0,42.53,0.0,15.81,25.7,15.96,0.0,0.0,0.0,0.0,0.0,100.0,True
CAND_02755,Cr30.38Cu14.77Fe5.56Ni19.59Ti20.70W9.00,6,0.0,0.0,30.38,14.77,5.56,0.0,0.0,0.0,19.59,20.7,0.0,9.0,100.0,True
CAND_02756,Al8.21Mn27.91Mo18.20Ni40.60Ti5.08,5,8.21,0.0,0.0,0.0,0.0,27.91,18.2,0.0,40.6,5.08,0.0,0.0,100.00000000000001,True
CAND_02757,Al6.76Cr31.28Cu15.90Fe20.97Nb18.99Ni6.10,6,6.76,0.0,31.28,15.9,20.97,0.0,0.0,18.99,6.1,0.0,0.0,0.0,99.99999999999999,True
CAND_02758,Co41.46Nb13.64Ni31.22W13.68,4,0.0,41.46,0.0,0.0,0.0,0.0,0.0,13.64,31.22,0.0,0.0,13.68,100.0,True
CAND_02759,Al31.91Cu11.83Mn15.73Mo10.99Ni16.86V12.68,6,31.91,0.0,0.0,11.83,0.0,15.73,10.99,0.0,16.86,0.0,12.68,0.0,100.0,True
CAND_02760,Co17.97Mn20.21Ni27.53Ti23.71V10.58,5,0.0,17.97,0.0,0.0,0.0,20.21,0.0,0.0,27.53,23.71,10.58,0.0,100.00000000000001,True
CAND_02761,Al16.53Co15.61Cu8.58Mn14.95Ni12.59W31.74,6,16.53,15.61,0.0,8.58,0.0,14.95,0.0,0.0,12.59,0.0,0.0,31.74,100.0,True
CAND_02762,Al12.14Cu19.62Mn17.96Mo5.71Nb28.86W15.71,6,12.14,0.0,0.0,19.62,0.0,17.96,5.71,28.86,0.0,0.0,0.0,15.71,100.0,True
CAND_02763,Al20.09Fe16.95Mn12.71Nb21.30W28.95,5,20.09,0.0,0.0,0.0,16.95,12.71,0.0,21.3,0.0,0.0,0.0,28.95,100.0,True
CAND_02764,Cr24.96Mn8.84Nb18.04Ti10.12V26.35W11.69,6,0.0,0.0,24.96,0.0,0.0,8.84,0.0,18.04,0.0,10.12,26.35,11.69,100.0,True
CAND_02765,Co12.53Mn15.79Mo29.65Ti20.11V21.92,5,0.0,12.53,0.0,0.0,0.0,15.79,29.65,0.0,0.0,20.11,21.92,0.0,100.0,True
CAND_02766,Fe29.97Mn23.56Mo10.60Ti18.39V17.48,5,0.0,0.0,0.0,0.0,29.97,23.56,10.6,0.0,0.0,18.39,17.48,0.0,100.0,True
CAND_02767,Al8.51Co20.40Mo19.55Nb19.42Ti7.39W24.73,6,8.51,20.4,0.0,0.0,0.0,0.0,19.55,19.42,0.0,7.39,0.0,24.73,100.0,True
CAND_02768,Cr12.48Cu12.18Mn23.40Nb26.22Ti18.50W7.22,6,0.0,0.0,12.48,12.18,0.0,23.4,0.0,26.22,0.0,18.5,0.0,7.22,100.0,True
CAND_02769,Co17.60Cu27.69Mn42.05Nb12.66,4,0.0,17.6,0.0,27.69,0.0,42.05,0.0,12.66,0.0,0.0,0.0,0.0,100.0,True
CAND_02770,Co7.33Cu25.03Fe38.95Mn10.97Ti17.72,5,0.0,7.33,0.0,25.03,38.95,10.97,0.0,0.0,0.0,17.72,0.0,0.0,100.0,True
CAND_02771,Cu5.18Mn26.50Nb34.13W34.19,4,0.0,0.0,0.0,5.18,0.0,26.5,0.0,34.13,0.0,0.0,0.0,34.19,100.0,True
CAND_02772,Mo14.18Ni6.53Ti43.91V35.38,4,0.0,0.0,0.0,0.0,0.0,0.0,14.18,0.0,6.53,43.91,35.38,0.0,100.0,True
CAND_02773,Al41.62Co14.14Nb34.90W9.34,4,41.62,14.14,0.0,0.0,0.0,0.0,0.0,34.9,0.0,0.0,0.0,9.34,100.0,True
CAND_02774,Al29.68Cu19.00Mo23.94Ti17.45W9.93,5,29.68,0.0,0.0,19.0,0.0,0.0,23.94,0.0,0.0,17.45,0.0,9.93,100.0,True
CAND_02775,Co35.62Fe29.34V9.13W25.91,4,0.0,35.62,0.0,0.0,29.34,0.0,0.0,0.0,0.0,0.0,9.13,25.91,99.99999999999999,True
CAND_02776,Cr8.86Mn13.58Ni20.42Ti26.71V20.54W9.89,6,0.0,0.0,8.86,0.0,0.0,13.58,0.0,0.0,20.42,26.71,20.54,9.89,99.99999999999999,True
CAND_02777,Co14.70Fe9.07Mn23.46Nb37.31W15.46,5,0.0,14.7,0.0,0.0,9.07,23.46,0.0,37.31,0.0,0.0,0.0,15.46,100.0,True
CAND_02778,Co27.47Cu8.45Mn10.89Nb35.58W17.61,5,0.0,27.47,0.0,8.45,0.0,10.89,0.0,35.58,0.0,0.0,0.0,17.61,100.0,True
CAND_02779,Al7.06Co12.33Fe15.33Mn12.84Ni27.96V24.48,6,7.06,12.33,0.0,0.0,15.33,12.84,0.0,0.0,27.96,0.0,24.48,0.0,100.00000000000001,True
CAND_02780,Cr32.02Fe14.78Mn26.34Mo6.34Ti7.92W12.60,6,0.0,0.0,32.02,0.0,14.78,26.34,6.34,0.0,0.0,7.92,0.0,12.6,100.0,True
CAND_02781,Co5.30Fe9.60Nb35.30V41.97W7.83,5,0.0,5.3,0.0,0.0,9.6,0.0,0.0,35.3,0.0,0.0,41.97,7.83,99.99999999999999,True
CAND_02782,Cu11.95Mo32.09Ni35.51Ti20.45,4,0.0,0.0,0.0,11.95,0.0,0.0,32.09,0.0,35.51,20.45,0.0,0.0,100.00000000000001,True
CAND_02783,Cr12.34Cu13.05Mo22.76Nb25.41W26.44,5,0.0,0.0,12.34,13.05,0.0,0.0,22.76,25.41,0.0,0.0,0.0,26.44,100.0,True
CAND_02784,Co41.31Cu9.64Nb8.95Ti33.37W6.73,5,0.0,41.31,0.0,9.64,0.0,0.0,0.0,8.95,0.0,33.37,0.0,6.73,100.00000000000001,True
CAND_02785,Cr17.00Fe6.67Mn12.53Ni28.33V35.47,5,0.0,0.0,17.0,0.0,6.67,12.53,0.0,0.0,28.33,0.0,35.47,0.0,100.0,True
CAND_02786,Co12.60Mn21.42Nb24.51Ni6.43W35.04,5,0.0,12.6,0.0,0.0,0.0,21.42,0.0,24.51,6.43,0.0,0.0,35.04,100.0,True
CAND_02787,Cr31.94Cu21.75Mn34.95Ti11.36,4,0.0,0.0,31.94,21.75,0.0,34.95,0.0,0.0,0.0,11.36,0.0,0.0,100.0,True
CAND_02788,Cr17.61Cu14.59Mo25.69V26.21W15.90,5,0.0,0.0,17.61,14.59,0.0,0.0,25.69,0.0,0.0,0.0,26.21,15.9,100.0,True
CAND_02789,Al29.16Cr18.88Cu38.37Ni13.59,4,29.16,0.0,18.88,38.37,0.0,0.0,0.0,0.0,13.59,0.0,0.0,0.0,100.0,True
CAND_02790,Cr28.66Cu8.71Mn22.07Nb16.46Ni24.10,5,0.0,0.0,28.66,8.71,0.0,22.07,0.0,16.46,24.1,0.0,0.0,0.0,100.0,True
CAND_02791,Co22.18Cu16.70Mo9.54Ti16.08V16.92W18.58,6,0.0,22.18,0.0,16.7,0.0,0.0,9.54,0.0,0.0,16.08,16.92,18.58,100.0,True
CAND_02792,Cr18.89Mo44.85Nb10.75W25.51,4,0.0,0.0,18.89,0.0,0.0,0.0,44.85,10.75,0.0,0.0,0.0,25.51,100.00000000000001,True
CAND_02793,Al21.58Fe10.13Mn6.24Mo5.98Ni12.46V43.61,6,21.58,0.0,0.0,0.0,10.13,6.24,5.98,0.0,12.46,0.0,43.61,0.0,100.0,True
CAND_02794,Co8.21Cr21.32Mn17.24Ni22.35Ti10.88W20.00,6,0.0,8.21,21.32,0.0,0.0,17.24,0.0,0.0,22.35,10.88,0.0,20.0,100.0,True
CAND_02795,Cr5.55Mn37.91Nb8.60Ni17.03W30.91,5,0.0,0.0,5.55,0.0,0.0,37.91,0.0,8.6,17.03,0.0,0.0,30.91,100.0,True
CAND_02796,Co25.37Cu21.43Fe11.71Mo19.60W21.89,5,0.0,25.37,0.0,21.43,11.71,0.0,19.6,0.0,0.0,0.0,0.0,21.89,100.0,True
CAND_02797,Co13.43Cu6.49Fe13.55Nb33.24Ni11.65V21.64,6,0.0,13.43,0.0,6.49,13.55,0.0,0.0,33.24,11.65,0.0,21.64,0.0,100.00000000000001,True
CAND_02798,Co21.86Fe6.61Mo17.61Nb23.75V22.66W7.51,6,0.0,21.86,0.0,0.0,6.61,0.0,17.61,23.75,0.0,0.0,22.66,7.51,100.0,True
CAND_02799,Co20.93Fe29.36Mo34.62Ni15.09,4,0.0,20.93,0.0,0.0,29.36,0.0,34.62,0.0,15.09,0.0,0.0,0.0,100.0,True
CAND_02800,Al23.46Cu24.10Fe6.45Mo21.03Ni24.96,5,23.46,0.0,0.0,24.1,6.45,0.0,21.03,0.0,24.96,0.0,0.0,0.0,100.0,True
CAND_02801,Al15.93Cr9.49Fe19.26Mo17.80Ni15.40Ti22.12,6,15.93,0.0,9.49,0.0,19.26,0.0,17.8,0.0,15.4,22.12,0.0,0.0,100.00000000000001,True
CAND_02802,Al24.86Cr21.60Mo22.04Ni21.55W9.95,5,24.86,0.0,21.6,0.0,0.0,0.0,22.04,0.0,21.55,0.0,0.0,9.95,100.0,True
CAND_02803,Al8.82Cr22.92Cu20.21Fe20.27Ti27.78,5,8.82,0.0,22.92,20.21,20.27,0.0,0.0,0.0,0.0,27.78,0.0,0.0,100.0,True
CAND_02804,Co11.58Cr16.96Cu6.91Mn39.94Mo24.61,5,0.0,11.58,16.96,6.91,0.0,39.94,24.61,0.0,0.0,0.0,0.0,0.0,100.0,True
CAND_02805,Cr9.14Cu11.68Mn44.72Mo11.04V23.42,5,0.0,0.0,9.14,11.68,0.0,44.72,11.04,0.0,0.0,0.0,23.42,0.0,99.99999999999999,True
CAND_02806,Al15.97Co20.34Fe15.51Ni26.16V6.49W15.53,6,15.97,20.34,0.0,0.0,15.51,0.0,0.0,0.0,26.16,0.0,6.49,15.53,100.0,True
CAND_02807,Cr39.80Cu34.35Fe9.83Mn5.95Ni10.07,5,0.0,0.0,39.8,34.35,9.83,5.95,0.0,0.0,10.07,0.0,0.0,0.0,100.0,True
CAND_02808,Al15.82Co5.72Cu29.60Mn11.71Nb26.30V10.85,6,15.82,5.72,0.0,29.6,0.0,11.71,0.0,26.3,0.0,0.0,10.85,0.0,100.0,True
CAND_02809,Cr14.52Fe22.44Mn23.61Mo30.52W8.91,5,0.0,0.0,14.52,0.0,22.44,23.61,30.52,0.0,0.0,0.0,0.0,8.91,100.0,True
CAND_02810,Cr16.59Fe13.60Mn19.94Mo5.05Nb29.98W14.84,6,0.0,0.0,16.59,0.0,13.6,19.94,5.05,29.98,0.0,0.0,0.0,14.84,100.0,True
CAND_02811,Al12.21Co29.37Cu5.38Mo14.54Ni8.82W29.68,6,12.21,29.37,0.0,5.38,0.0,0.0,14.54,0.0,8.82,0.0,0.0,29.68,100.0,True
CAND_02812,Al34.67Co31.51Cr17.92Cu8.38Fe7.52,5,34.67,31.51,17.92,8.38,7.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,True
CAND_02813,Co19.84Cu10.96Mn16.96Nb16.15Ni21.04Ti15.05,6,0.0,19.84,0.0,10.96,0.0,16.96,0.0,16.15,21.04,15.05,0.0,0.0,100.0,True
CAND_02814,Cr30.22Mo29.32Ni19.73Ti15.36V5.37,5,0.0,0.0,30.22,0.0,0.0,0.0,29.32,0.0,19.73,15.36,5.37,0.0,100.0,True
CAND_02815,Mo43.26Ni28.00Ti17.24W11.50,4,0.0,0.0,0.0,0.0,0.0,0.0,43.26,0.0,28.0,17.24,0.0,11.5,99.99999999999999,True
CAND_02816,Co13.87Cr23.70Mn7.57Ni31.57V23.29,5,0.0,13.87,23.7,0.0,0.0,7.57,0.0,0.0,31.57,0.0,23.29,0.0,100.0,True
CAND_02817,Al33.49Co8.44Cu35.10Ni22.97,4,33.49,8.44,0.0,35.1,0.0,0.0,0.0,0.0,22.97,0.0,0.0,0.0,100.0,True
CAND_02818,Fe27.42Nb5.51Ni28.93W38.14,4,0.0,0.0,0.0,0.0,27.42,0.0,0.0,5.51,28.93,0.0,0.0,38.14,100.0,True
CAND_02819,Cr26.21Fe22.18Mn6.61Mo20.61Nb14.78W9.61,6,0.0,0.0,26.21,0.0,22.18,6.61,20.61,14.78,0.0,0.0,0.0,9.61,100.0,True
CAND_02820,Co18.96Cr24.31Ti6.74V30.94W19.05,5,0.0,18.96,24.31,0.0,0.0,0.0,0.0,0.0,0.0,6.74,30.94,19.05,100.0,True
CAND_02821,Cr12.56Mn42.92Nb31.58V12.94,4,0.0,0.0,12.56,0.0,0.0,42.92,0.0,31.58,0.0,0.0,12.94,0.0,100.0,True
CAND_02822,Al42.78Fe8.00Ti19.09V30.13,4,42.78,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,19.09,30.13,0.0,100.0,True
CAND_02823,Co9.99Cu21.05Mn14.29Mo21.99V32.68,5,0.0,9.99,0.0,21.05,0.0,14.29,21.99,0.0,0.0,0.0,32.68,0.0,100.0,True
CAND_02824,Fe15.17Mo29.92Ni35.59Ti19.32,4,0.0,0.0,0.0,0.0,15.17,0.0,29.92,0.0,35.59,19.32,0.0,0.0,100.0,True
CAND_02825,Co16.95Cr12.20Cu40.69Nb17.06W13.10,5,0.0,16.95,12.2,40.69,0.0,0.0,0.0,17.06,0.0,0.0,0.0,13.1,100.0,True
CAND_02826,Al44.72Cu28.58Mn19.14W7.56,4,44.72,0.0,0.0,28.58,0.0,19.14,0.0,0.0,0.0,0.0,0.0,7.56,100.0,True
CAND_02827,Mn33.67Mo8.88Nb17.00Ni22.65Ti17.80,5,0.0,0.0,0.0,0.0,0.0,33.67,8.88,17.0,22.65,17.8,0.0,0.0,100.0,True
CAND_02828,Co7.59Mn23.27Mo22.22Ti13.99V32.93,5,0.0,7.59,0.0,0.0,0.0,23.27,22.22,0.0,0.0,13.99,32.93,0.0,100.0,True
CAND_02829,Al13.02Cr29.51Mn23.57Mo18.94Nb14.96,5,13.02,0.0,29.51,0.0,0.0,23.57,18.94,14.96,0.0,0.0,0.0,0.0,100.0,True
CAND_02830,Al22.43Mn16.47Ti40.15W20.95,4,22.43,0.0,0.0,0.0,0.0,16.47,0.0,0.0,0.0,40.15,0.0,20.95,100.0,True
CAND_02831,Al5.65Co43.79Ti9.37W41.19,4,5.65,43.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.37,0.0,41.19,100.0,True
CAND_02832,Cu18.60Mn42.27Nb12.14V11.14W15.85,5,0.0,0.0,0.0,18.6,0.0,42.27,0.0,12.14,0.0,0.0,11.14,15.85,100.0,True
CAND_02833,Co28.86Cr14.60Mo31.41W25.13,4,0.0,28.86,14.6,0.0,0.0,0.0,31.41,0.0,0.0,0.0,0.0,25.13,100.0,True
CAND_02834,Cu22.47Mn30.16Mo18.43Ni17.23Ti11.71,5,0.0,0.0,0.0,22.47,0.0,30.16,18.43,0.0,17.23,11.71,0.0,0.0,100.0,True
CAND_02835,Al16.20Cu13.22Nb39.08V31.50,4,16.2,0.0,0.0,13.22,0.0,0.0,0.0,39.08,0.0,0.0,31.5,0.0,100.0,True
CAND_02836,Al22.50Co10.05Nb15.43Ni24.39Ti22.45V5.18,6,22.5,10.05,0.0,0.0,0.0,0.0,0.0,15.43,24.39,22.45,5.18,0.0,100.0,True
CAND_02837,Fe17.02Ti44.42V6.14W32.42,4,0.0,0.0,0.0,0.0,17.02,0.0,0.0,0.0,0.0,44.42,6.14,32.42,100.0,True
CAND_02838,Al26.09Mn16.05Ti21.91V18.19W17.76,5,26.09,0.0,0.0,0.0,0.0,16.05,0.0,0.0,0.0,21.91,18.19,17.76,100.0,True
